,source,target,count
50118,chr7_4675000_4680000,chr7_4720000_4725000,2022
50119,chr7_4675000_4680000,chr7_4790000_4795000,11
50120,chr7_46800000_46805000,chr7_46820000_46825000,25
50121,chr7_46800000_46805000,chr7_46970000_46975000,11
50122,chr7_4680000_4685000,chr7_4720000_4725000,1936
50123,chr7_4680000_4685000,chr7_4780000_4785000,12
50124,chr7_46820000_46825000,chr7_46970000_46975000,1711
50125,chr7_46825000_46830000,chr7_46970000_46975000,11
50126,chr7_4685000_4690000,chr7_4720000_4725000,17
50127,chr7_4690000_4695000,chr7_4720000_4725000,23
50128,chr7_4715000_4720000,chr7_4780000_4785000,15
50129,chr7_4720000_4725000,chr7_4750000_4755000,39
50130,chr7_4720000_4725000,chr7_4755000_4760000,17
50131,chr7_4720000_4725000,chr7_4775000_4780000,23
50132,chr7_4720000_4725000,chr7_4780000_4785000,6166
50133,chr7_4720000_4725000,chr7_4785000_4790000,3357
50134,chr7_4720000_4725000,chr7_4790000_4795000,1836
50135,chr7_4720000_4725000,chr7_4795000_4800000,19
50136,chr7_4720000_4725000,chr7_4800000_4805000,18
50137,chr7_4725000_4730000,chr7_4765000_4770000,16
50138,chr7_4725000_4730000,chr7_4780000_4785000,2835
50139,chr7_4725000_4730000,chr7_4785000_4790000,1417
50140,chr7_4730000_4735000,chr7_4780000_4785000,1523
50141,chr7_4735000_4740000,chr7_4780000_4785000,20
50142,chr7_4750000_4755000,chr7_4780000_4785000,2938
50143,chr7_4750000_4755000,chr7_4785000_4790000,24
50144,chr7_4755000_4760000,chr7_4780000_4785000,24
50145,chr7_4760000_4765000,chr7_4780000_4785000,29
50146,chr7_47610000_47615000,chr7_47820000_47825000,13
50147,chr7_47615000_47620000,chr7_47640000_47645000,26
50148,chr7_47620000_47625000,chr7_47640000_47645000,31
50149,chr7_47620000_47625000,chr7_47690000_47695000,17
50150,chr7_47635000_47640000,chr7_47820000_47825000,15
50151,chr7_47640000_47645000,chr7_47690000_47695000,14
50152,chr7_47640000_47645000,chr7_47820000_47825000,18
50153,chr7_47690000_47695000,chr7_47820000_47825000,14
50154,chr7_47705000_47710000,chr7_47820000_47825000,15
50155,chr7_47800000_47805000,chr7_47820000_47825000,42
50156,chr7_47820000_47825000,chr7_48125000_48130000,14
50157,chr7_48015000_48020000,chr7_48125000_48130000,1919
50158,chr7_48015000_48020000,chr7_48130000_48135000,1115
50159,chr7_48015000_48020000,chr7_48135000_48140000,13
50160,chr7_48020000_48025000,chr7_48125000_48130000,13
50161,chr7_48020000_48025000,chr7_48130000_48135000,20
50162,chr7_48025000_48030000,chr7_48120000_48125000,17
50163,chr7_48025000_48030000,chr7_48125000_48130000,30
50164,chr7_48025000_48030000,chr7_48130000_48135000,16
50165,chr7_48025000_48030000,chr7_48135000_48140000,1417
50166,chr7_48030000_48035000,chr7_48120000_48125000,12
50167,chr7_48030000_48035000,chr7_48125000_48130000,1530
50168,chr7_48030000_48035000,chr7_48130000_48135000,1414
50169,chr7_48030000_48035000,chr7_48135000_48140000,13
50170,chr7_48035000_48040000,chr7_48125000_48130000,16
50171,chr7_48075000_48080000,chr7_48120000_48125000,1316
50172,chr7_48075000_48080000,chr7_48125000_48130000,1930
50173,chr7_48075000_48080000,chr7_48130000_48135000,15
50174,chr7_48080000_48085000,chr7_48125000_48130000,1736
50175,chr7_48090000_48095000,chr7_48120000_48125000,15
50176,chr7_48820000_48825000,chr7_48860000_48865000,12
50177,chr7_50500000_50505000,chr7_50600000_50605000,16
50178,chr7_50500000_50505000,chr7_50730000_50735000,1912
50179,chr7_50510000_50515000,chr7_50600000_50605000,27
50180,chr7_50510000_50515000,chr7_50730000_50735000,3426
50181,chr7_50510000_50515000,chr7_51205000_51210000,9
50182,chr7_50515000_50520000,chr7_50595000_50600000,16
50183,chr7_50515000_50520000,chr7_50600000_50605000,25
50184,chr7_50515000_50520000,chr7_50730000_50735000,1420
50185,chr7_50535000_50540000,chr7_50600000_50605000,18
50186,chr7_50535000_50540000,chr7_50730000_50735000,16
50187,chr7_50535000_50540000,chr7_50740000_50745000,9
50188,chr7_50590000_50595000,chr7_50730000_50735000,11
50189,chr7_50595000_50600000,chr7_50730000_50735000,1415
50190,chr7_50600000_50605000,chr7_50725000_50730000,11
50191,chr7_50600000_50605000,chr7_50730000_50735000,1630
50192,chr7_50660000_50665000,chr7_50730000_50735000,15
50193,chr7_50730000_50735000,chr7_51205000_51210000,1215
50194,chr7_50870000_50875000,chr7_50900000_50905000,15
50195,chr7_5435000_5440000,chr7_5455000_5460000,1725
50196,chr7_5435000_5440000,chr7_5460000_5465000,34
50197,chr7_5435000_5440000,chr7_5465000_5470000,18
50198,chr7_5460000_5465000,chr7_5485000_5490000,17
50199,chr7_54840000_54845000,chr7_55010000_55015000,12
50200,chr7_54840000_54845000,chr7_55085000_55090000,17
50201,chr7_54840000_54845000,chr7_55315000_55320000,12
50202,chr7_54840000_54845000,chr7_55320000_55325000,1318
50203,chr7_54845000_54850000,chr7_55085000_55090000,11
50204,chr7_54850000_54855000,chr7_55085000_55090000,18
50205,chr7_54850000_54855000,chr7_55095000_55100000,10
50206,chr7_54855000_54860000,chr7_54895000_54900000,25
50207,chr7_54855000_54860000,chr7_54905000_54910000,17
50208,chr7_54855000_54860000,chr7_54925000_54930000,1318
50209,chr7_54855000_54860000,chr7_55000000_55005000,12
50210,chr7_54855000_54860000,chr7_55010000_55015000,22
50211,chr7_54855000_54860000,chr7_55050000_55055000,14
50212,chr7_54855000_54860000,chr7_55060000_55065000,13
50213,chr7_54855000_54860000,chr7_55080000_55085000,11
50214,chr7_54855000_54860000,chr7_55085000_55090000,28
50215,chr7_54855000_54860000,chr7_55090000_55095000,13
50216,chr7_54855000_54860000,chr7_55095000_55100000,10
50217,chr7_54865000_54870000,chr7_55010000_55015000,12
50218,chr7_54890000_54895000,chr7_55010000_55015000,19
50219,chr7_54890000_54895000,chr7_55035000_55040000,14
50220,chr7_54890000_54895000,chr7_55085000_55090000,13
50221,chr7_54895000_54900000,chr7_54925000_54930000,24
50222,chr7_54895000_54900000,chr7_55010000_55015000,1230
50223,chr7_54895000_54900000,chr7_55030000_55035000,24
50224,chr7_54895000_54900000,chr7_55035000_55040000,11
50225,chr7_54895000_54900000,chr7_55040000_55045000,13
50226,chr7_54895000_54900000,chr7_55050000_55055000,14
50227,chr7_54895000_54900000,chr7_55085000_55090000,1426
50228,chr7_54895000_54900000,chr7_55090000_55095000,12
50229,chr7_54900000_54905000,chr7_55010000_55015000,13
50230,chr7_54900000_54905000,chr7_55035000_55040000,11
50231,chr7_54900000_54905000,chr7_55085000_55090000,11
50232,chr7_54910000_54915000,chr7_55010000_55015000,15
50233,chr7_54910000_54915000,chr7_55085000_55090000,13
50234,chr7_54920000_54925000,chr7_55010000_55015000,19
50235,chr7_54925000_54930000,chr7_55010000_55015000,43
50236,chr7_54925000_54930000,chr7_55015000_55020000,19
50237,chr7_54925000_54930000,chr7_55030000_55035000,18
50238,chr7_54925000_54930000,chr7_55035000_55040000,22
50239,chr7_54925000_54930000,chr7_55050000_55055000,23
50240,chr7_54925000_54930000,chr7_55060000_55065000,1716
50241,chr7_54925000_54930000,chr7_55085000_55090000,1229
50242,chr7_54925000_54930000,chr7_55090000_55095000,13
50243,chr7_54925000_54930000,chr7_55100000_55105000,14
50244,chr7_54925000_54930000,chr7_55120000_55125000,11
50245,chr7_54930000_54935000,chr7_55010000_55015000,18
50246,chr7_54930000_54935000,chr7_55085000_55090000,17
50247,chr7_54940000_54945000,chr7_55010000_55015000,16
50248,chr7_54940000_54945000,chr7_55050000_55055000,15
50249,chr7_54940000_54945000,chr7_55085000_55090000,14
50250,chr7_54940000_54945000,chr7_55130000_55135000,12
50251,chr7_54945000_54950000,chr7_55085000_55090000,13
50252,chr7_54950000_54955000,chr7_55010000_55015000,21
50253,chr7_54960000_54965000,chr7_55085000_55090000,12
50254,chr7_54975000_54980000,chr7_55085000_55090000,13
50255,chr7_54995000_55000000,chr7_55085000_55090000,18
50256,chr7_55000000_55005000,chr7_55060000_55065000,18
50257,chr7_55000000_55005000,chr7_55085000_55090000,1827
50258,chr7_55005000_55010000,chr7_55085000_55090000,17
50259,chr7_55010000_55015000,chr7_55030000_55035000,3561
50260,chr7_55010000_55015000,chr7_55035000_55040000,53
50261,chr7_55010000_55015000,chr7_55050000_55055000,49
50262,chr7_55010000_55015000,chr7_55060000_55065000,41
50263,chr7_55010000_55015000,chr7_55075000_55080000,18
50264,chr7_55010000_55015000,chr7_55080000_55085000,20
50265,chr7_55010000_55015000,chr7_55085000_55090000,2491
50266,chr7_55010000_55015000,chr7_55090000_55095000,35
50267,chr7_55010000_55015000,chr7_55095000_55100000,15
50268,chr7_55015000_55020000,chr7_55050000_55055000,36
50269,chr7_55015000_55020000,chr7_55080000_55085000,17
50270,chr7_55015000_55020000,chr7_55085000_55090000,1845
50271,chr7_55015000_55020000,chr7_55090000_55095000,17
50272,chr7_55020000_55025000,chr7_55085000_55090000,25
50273,chr7_55025000_55030000,chr7_55060000_55065000,22
50274,chr7_55025000_55030000,chr7_55085000_55090000,44
50275,chr7_55030000_55035000,chr7_55050000_55055000,57
50276,chr7_55030000_55035000,chr7_55060000_55065000,2334
50277,chr7_55030000_55035000,chr7_55085000_55090000,2759
50278,chr7_55030000_55035000,chr7_55090000_55095000,24
50279,chr7_55035000_55040000,chr7_55060000_55065000,3435
50280,chr7_55035000_55040000,chr7_55075000_55080000,21
50281,chr7_55035000_55040000,chr7_55080000_55085000,27
50282,chr7_55035000_55040000,chr7_55085000_55090000,3464
50283,chr7_55035000_55040000,chr7_55090000_55095000,23
50284,chr7_55050000_55055000,chr7_55075000_55080000,29
50285,chr7_55050000_55055000,chr7_55080000_55085000,36
50286,chr7_55050000_55055000,chr7_55085000_55090000,3878
50287,chr7_55050000_55055000,chr7_55090000_55095000,30
50288,chr7_55055000_55060000,chr7_55085000_55090000,36
50289,chr7_55060000_55065000,chr7_55080000_55085000,48
50290,chr7_55060000_55065000,chr7_55085000_55090000,3575
50291,chr7_55060000_55065000,chr7_55130000_55135000,14
50292,chr7_55120000_55125000,chr7_55140000_55145000,22
50293,chr7_55130000_55135000,chr7_55310000_55315000,11
50294,chr7_55140000_55145000,chr7_55195000_55200000,17
50295,chr7_55140000_55145000,chr7_55200000_55205000,20
50296,chr7_55175000_55180000,chr7_55200000_55205000,23
50297,chr7_55180000_55185000,chr7_55200000_55205000,28
50298,chr7_5530000_5535000,chr7_5565000_5570000,14
50299,chr7_5530000_5535000,chr7_5595000_5600000,1314
50300,chr7_5535000_5540000,chr7_5565000_5570000,15
50301,chr7_5535000_5540000,chr7_5590000_5595000,13
50302,chr7_5535000_5540000,chr7_5595000_5600000,1425
50303,chr7_5535000_5540000,chr7_5705000_5710000,10
50304,chr7_5545000_5550000,chr7_5595000_5600000,15
50305,chr7_5550000_5555000,chr7_5595000_5600000,18
50306,chr7_55560000_55565000,chr7_55600000_55605000,19
50307,chr7_55560000_55565000,chr7_55610000_55615000,21
50308,chr7_55605000_55610000,chr7_55630000_55635000,22
50309,chr7_55610000_55615000,chr7_55765000_55770000,15
50310,chr7_5565000_5570000,chr7_5595000_5600000,2739
50311,chr7_5570000_5575000,chr7_5595000_5600000,1526
50312,chr7_55705000_55710000,chr7_55790000_55795000,10
50313,chr7_55710000_55715000,chr7_55755000_55760000,20
50314,chr7_55710000_55715000,chr7_55765000_55770000,1924
50315,chr7_55710000_55715000,chr7_55775000_55780000,21
50316,chr7_55710000_55715000,chr7_55790000_55795000,1917
50317,chr7_55710000_55715000,chr7_56030000_56035000,13
50318,chr7_55720000_55725000,chr7_55790000_55795000,12
50319,chr7_55755000_55760000,chr7_55775000_55780000,4446
50320,chr7_55755000_55760000,chr7_55780000_55785000,24
50321,chr7_55755000_55760000,chr7_55790000_55795000,19
50322,chr7_55760000_55765000,chr7_56115000_56120000,10
50323,chr7_55765000_55770000,chr7_55790000_55795000,27
50324,chr7_55765000_55770000,chr7_55840000_55845000,16
50325,chr7_55765000_55770000,chr7_56030000_56035000,1018
50326,chr7_55765000_55770000,chr7_56115000_56120000,12
50327,chr7_5595000_5600000,chr7_5685000_5690000,14
50328,chr7_560000_565000,chr7_580000_585000,17
50329,chr7_5605000_5610000,chr7_5705000_5710000,13
50330,chr7_56070000_56075000,chr7_56140000_56145000,20
50331,chr7_5630000_5635000,chr7_5695000_5700000,15
50332,chr7_5630000_5635000,chr7_5700000_5705000,18
50333,chr7_5635000_5640000,chr7_5675000_5680000,15
50334,chr7_5635000_5640000,chr7_5685000_5690000,19
50335,chr7_5640000_5645000,chr7_5685000_5690000,17
50336,chr7_5670000_5675000,chr7_5690000_5695000,21
50337,chr7_575000_580000,chr7_870000_875000,13
50338,chr7_5970000_5975000,chr7_6830000_6835000,8
50339,chr7_6095000_6100000,chr7_6120000_6125000,17
50340,chr7_6095000_6100000,chr7_6140000_6145000,16
50341,chr7_6120000_6125000,chr7_6320000_6325000,13
50342,chr7_6195000_6200000,chr7_6360000_6365000,10
50343,chr7_6270000_6275000,chr7_6320000_6325000,20
50344,chr7_6285000_6290000,chr7_6320000_6325000,25
50345,chr7_6290000_6295000,chr7_6320000_6325000,39
50346,chr7_6320000_6325000,chr7_6345000_6350000,33
50347,chr7_6390000_6395000,chr7_6440000_6445000,16
50348,chr7_6410000_6415000,chr7_6435000_6440000,25
50349,chr7_6420000_6425000,chr7_6440000_6445000,3142
50350,chr7_6485000_6490000,chr7_6520000_6525000,32
50351,chr7_64865000_64870000,chr7_64900000_64905000,14
50352,chr7_65575000_65580000,chr7_65955000_65960000,10
50353,chr7_65605000_65610000,chr7_65760000_65765000,11
50354,chr7_65605000_65610000,chr7_65955000_65960000,14
50355,chr7_65635000_65640000,chr7_65715000_65720000,13
50356,chr7_65670000_65675000,chr7_65690000_65695000,23
50357,chr7_65690000_65695000,chr7_65710000_65715000,27
50358,chr7_65710000_65715000,chr7_65745000_65750000,20
50359,chr7_65710000_65715000,chr7_65760000_65765000,17
50360,chr7_65710000_65715000,chr7_65820000_65825000,1612
50361,chr7_65715000_65720000,chr7_65735000_65740000,28
50362,chr7_65715000_65720000,chr7_65740000_65745000,33
50363,chr7_65715000_65720000,chr7_65745000_65750000,23
50364,chr7_65715000_65720000,chr7_65760000_65765000,18
50365,chr7_65715000_65720000,chr7_65820000_65825000,1717
50366,chr7_65720000_65725000,chr7_65740000_65745000,24
50367,chr7_65720000_65725000,chr7_65820000_65825000,14
50368,chr7_65740000_65745000,chr7_65820000_65825000,15
50369,chr7_65795000_65800000,chr7_65820000_65825000,19
50370,chr7_65825000_65830000,chr7_65955000_65960000,12
50371,chr7_66030000_66035000,chr7_66115000_66120000,13
50372,chr7_66055000_66060000,chr7_66115000_66120000,2126
50373,chr7_66055000_66060000,chr7_66145000_66150000,1620
50374,chr7_66055000_66060000,chr7_66205000_66210000,13
50375,chr7_66060000_66065000,chr7_66115000_66120000,15
50376,chr7_66085000_66090000,chr7_66115000_66120000,19
50377,chr7_66100000_66105000,chr7_66135000_66140000,15
50378,chr7_66115000_66120000,chr7_66145000_66150000,2229
50379,chr7_66115000_66120000,chr7_66205000_66210000,20
50380,chr7_66120000_66125000,chr7_66145000_66150000,31
50381,chr7_66120000_66125000,chr7_66205000_66210000,15
50382,chr7_66145000_66150000,chr7_66200000_66205000,13
50383,chr7_66145000_66150000,chr7_66205000_66210000,1924
50384,chr7_66310000_66315000,chr7_66390000_66395000,15
50385,chr7_69780000_69785000,chr7_70060000_70065000,11
50386,chr7_69780000_69785000,chr7_70160000_70165000,10
50387,chr7_6990000_6995000,chr7_7135000_7140000,11
50388,chr7_6990000_6995000,chr7_7140000_7145000,15
50389,chr7_69940000_69945000,chr7_70060000_70065000,11
50390,chr7_69960000_69965000,chr7_70060000_70065000,14
50391,chr7_70035000_70040000,chr7_70060000_70065000,24
50392,chr7_7005000_7010000,chr7_7140000_7145000,11
50393,chr7_70060000_70065000,chr7_70085000_70090000,26
50394,chr7_70060000_70065000,chr7_70110000_70115000,23
50395,chr7_70060000_70065000,chr7_70155000_70160000,14
50396,chr7_70060000_70065000,chr7_70160000_70165000,1439
50397,chr7_70065000_70070000,chr7_70155000_70160000,12
50398,chr7_7030000_7035000,chr7_7360000_7365000,10
50399,chr7_7140000_7145000,chr7_7215000_7220000,13
50400,chr7_72885000_72890000,chr7_72925000_72930000,15
50401,chr7_72895000_72900000,chr7_72925000_72930000,14
50402,chr7_72925000_72930000,chr7_72970000_72975000,18
50403,chr7_72970000_72975000,chr7_72990000_72995000,23
50404,chr7_72990000_72995000,chr7_73130000_73135000,13
50405,chr7_72990000_72995000,chr7_73150000_73155000,11
50406,chr7_73020000_73025000,chr7_73130000_73135000,1317
50407,chr7_73020000_73025000,chr7_73140000_73145000,9
50408,chr7_73020000_73025000,chr7_73145000_73150000,11
50409,chr7_73020000_73025000,chr7_73265000_73270000,12
50410,chr7_73025000_73030000,chr7_73130000_73135000,15
50411,chr7_73095000_73100000,chr7_73115000_73120000,20
50412,chr7_73095000_73100000,chr7_73130000_73135000,23
50413,chr7_73130000_73135000,chr7_73240000_73245000,18
50414,chr7_73130000_73135000,chr7_73260000_73265000,13
50415,chr7_73130000_73135000,chr7_73265000_73270000,1629
50416,chr7_73150000_73155000,chr7_73240000_73245000,16
50417,chr7_73150000_73155000,chr7_73265000_73270000,2130
50418,chr7_73150000_73155000,chr7_73270000_73275000,16
50419,chr7_73155000_73160000,chr7_73205000_73210000,14
50420,chr7_73155000_73160000,chr7_73220000_73225000,1315
50421,chr7_73155000_73160000,chr7_73225000_73230000,17
50422,chr7_73155000_73160000,chr7_73235000_73240000,1817
50423,chr7_73155000_73160000,chr7_73245000_73250000,23
50424,chr7_73155000_73160000,chr7_73260000_73265000,13
50425,chr7_73155000_73160000,chr7_73265000_73270000,2436
50426,chr7_73165000_73170000,chr7_73200000_73205000,12
50427,chr7_73215000_73220000,chr7_73265000_73270000,2316
50428,chr7_73220000_73225000,chr7_73260000_73265000,19
50429,chr7_73220000_73225000,chr7_73265000_73270000,23
50430,chr7_73225000_73230000,chr7_73260000_73265000,2622
50431,chr7_73225000_73230000,chr7_73265000_73270000,5443
50432,chr7_73225000_73230000,chr7_73270000_73275000,20
50433,chr7_73230000_73235000,chr7_73265000_73270000,4741
50434,chr7_73235000_73240000,chr7_73255000_73260000,33
50435,chr7_73235000_73240000,chr7_73260000_73265000,6129
50436,chr7_73235000_73240000,chr7_73265000_73270000,13272
50437,chr7_73235000_73240000,chr7_73270000_73275000,2619
50438,chr7_73240000_73245000,chr7_73260000_73265000,75
50439,chr7_73240000_73245000,chr7_73265000_73270000,110104
50440,chr7_73245000_73250000,chr7_73265000_73270000,8782
50441,chr7_73480000_73485000,chr7_73615000_73620000,1010
50442,chr7_73490000_73495000,chr7_73580000_73585000,12
50443,chr7_73490000_73495000,chr7_73585000_73590000,1715
50444,chr7_73490000_73495000,chr7_73610000_73615000,11
50445,chr7_73495000_73500000,chr7_73585000_73590000,14
50446,chr7_73500000_73505000,chr7_73585000_73590000,16
50447,chr7_73510000_73515000,chr7_73545000_73550000,1917
50448,chr7_73510000_73515000,chr7_73585000_73590000,20
50449,chr7_73515000_73520000,chr7_73545000_73550000,15
50450,chr7_73520000_73525000,chr7_73590000_73595000,12
50451,chr7_73615000_73620000,chr7_73810000_73815000,9
50452,chr7_73660000_73665000,chr7_73805000_73810000,11
50453,chr7_73665000_73670000,chr7_73725000_73730000,18
50454,chr7_73665000_73670000,chr7_73815000_73820000,10
50455,chr7_73685000_73690000,chr7_73725000_73730000,18
50456,chr7_73855000_73860000,chr7_73940000_73945000,11
50457,chr7_73865000_73870000,chr7_73895000_73900000,20
50458,chr7_73890000_73895000,chr7_73940000_73945000,15
50459,chr7_73895000_73900000,chr7_73940000_73945000,18
50460,chr7_74025000_74030000,chr7_74050000_74055000,26
50461,chr7_74025000_74030000,chr7_74055000_74060000,19
50462,chr7_74025000_74030000,chr7_74085000_74090000,17
50463,chr7_74035000_74040000,chr7_74085000_74090000,17
50464,chr7_74040000_74045000,chr7_74070000_74075000,16
50465,chr7_74045000_74050000,chr7_74085000_74090000,17
50466,chr7_74050000_74055000,chr7_74070000_74075000,38
50467,chr7_74050000_74055000,chr7_74085000_74090000,23
50468,chr7_74210000_74215000,chr7_74560000_74565000,1411
50469,chr7_74285000_74290000,chr7_74490000_74495000,2310
50470,chr7_7465000_7470000,chr7_7575000_7580000,15
50471,chr7_7470000_7475000,chr7_7575000_7580000,12
50472,chr7_75070000_75075000,chr7_76255000_76260000,12
50473,chr7_75400000_75405000,chr7_75455000_75460000,14
50474,chr7_75400000_75405000,chr7_75470000_75475000,18
50475,chr7_75400000_75405000,chr7_75500000_75505000,14
50476,chr7_75495000_75500000,chr7_75635000_75640000,11
50477,chr7_75505000_75510000,chr7_75570000_75575000,1925
50478,chr7_75505000_75510000,chr7_75675000_75680000,11
50479,chr7_75545000_75550000,chr7_75570000_75575000,3025
50480,chr7_75675000_75680000,chr7_75735000_75740000,16
50481,chr7_75675000_75680000,chr7_75755000_75760000,1315
50482,chr7_75690000_75695000,chr7_75755000_75760000,11
50483,chr7_75695000_75700000,chr7_75755000_75760000,14
50484,chr7_75705000_75710000,chr7_75735000_75740000,16
50485,chr7_75710000_75715000,chr7_75735000_75740000,2725
50486,chr7_75710000_75715000,chr7_75745000_75750000,16
50487,chr7_75715000_75720000,chr7_75735000_75740000,4947
50488,chr7_75715000_75720000,chr7_75930000_75935000,11
50489,chr7_75735000_75740000,chr7_75795000_75800000,15
50490,chr7_75795000_75800000,chr7_75920000_75925000,12
50491,chr7_75795000_75800000,chr7_75945000_75950000,12
50492,chr7_75805000_75810000,chr7_75915000_75920000,12
50493,chr7_75805000_75810000,chr7_75920000_75925000,13
50494,chr7_75805000_75810000,chr7_75940000_75945000,1014
50495,chr7_75805000_75810000,chr7_75945000_75950000,1213
50496,chr7_75920000_75925000,chr7_75940000_75945000,3351
50497,chr7_75920000_75925000,chr7_75945000_75950000,2724
50498,chr7_75925000_75930000,chr7_76050000_76055000,26
50499,chr7_75930000_75935000,chr7_76050000_76055000,23
50500,chr7_75950000_75955000,chr7_76050000_76055000,16
50501,chr7_75960000_75965000,chr7_76050000_76055000,22
50502,chr7_75965000_75970000,chr7_76050000_76055000,19
50503,chr7_75970000_75975000,chr7_76050000_76055000,29
50504,chr7_75975000_75980000,chr7_76050000_76055000,19
50505,chr7_75980000_75985000,chr7_76050000_76055000,27
50506,chr7_75985000_75990000,chr7_76045000_76050000,27
50507,chr7_75985000_75990000,chr7_76050000_76055000,2647
50508,chr7_75985000_75990000,chr7_76065000_76070000,17
50509,chr7_75990000_75995000,chr7_76010000_76015000,34
50510,chr7_75990000_75995000,chr7_76020000_76025000,22
50511,chr7_75990000_75995000,chr7_76045000_76050000,19
50512,chr7_75990000_75995000,chr7_76050000_76055000,2760
50513,chr7_75995000_76000000,chr7_76050000_76055000,40
50514,chr7_76000000_76005000,chr7_76050000_76055000,35
50515,chr7_76005000_76010000,chr7_76050000_76055000,1930
50516,chr7_76010000_76015000,chr7_76050000_76055000,28
50517,chr7_76020000_76025000,chr7_76045000_76050000,25
50518,chr7_76020000_76025000,chr7_76050000_76055000,2852
50519,chr7_76025000_76030000,chr7_76050000_76055000,31
50520,chr7_76050000_76055000,chr7_76070000_76075000,2859
50521,chr7_76050000_76055000,chr7_76095000_76100000,27
50522,chr7_76050000_76055000,chr7_76180000_76185000,15
50523,chr7_76050000_76055000,chr7_76185000_76190000,16
50524,chr7_76050000_76055000,chr7_76195000_76200000,16
50525,chr7_76050000_76055000,chr7_76210000_76215000,14
50526,chr7_76050000_76055000,chr7_76235000_76240000,20
50527,chr7_76050000_76055000,chr7_76240000_76245000,1316
50528,chr7_76050000_76055000,chr7_76580000_76585000,17
50529,chr7_76050000_76055000,chr7_76595000_76600000,9
50530,chr7_76060000_76065000,chr7_76245000_76250000,13
50531,chr7_76065000_76070000,chr7_76095000_76100000,21
50532,chr7_76065000_76070000,chr7_76175000_76180000,15
50533,chr7_76065000_76070000,chr7_76195000_76200000,11
50534,chr7_76065000_76070000,chr7_76230000_76235000,10
50535,chr7_76065000_76070000,chr7_76235000_76240000,1119
50536,chr7_76065000_76070000,chr7_76240000_76245000,2830
50537,chr7_76065000_76070000,chr7_76245000_76250000,19
50538,chr7_76065000_76070000,chr7_76250000_76255000,10
50539,chr7_76065000_76070000,chr7_76580000_76585000,9
50540,chr7_76070000_76075000,chr7_76185000_76190000,11
50541,chr7_76070000_76075000,chr7_76235000_76240000,3981
50542,chr7_76070000_76075000,chr7_76240000_76245000,1211
50543,chr7_76080000_76085000,chr7_76580000_76585000,15
50544,chr7_76085000_76090000,chr7_76580000_76585000,18
50545,chr7_76090000_76095000,chr7_76590000_76595000,89
50546,chr7_76095000_76100000,chr7_76590000_76595000,2913
50547,chr7_76095000_76100000,chr7_76595000_76600000,1013
50548,chr7_76100000_76105000,chr7_76595000_76600000,1018
50549,chr7_76100000_76105000,chr7_76600000_76605000,9
50550,chr7_76105000_76110000,chr7_76605000_76610000,12
50551,chr7_76145000_76150000,chr7_76635000_76640000,2821
50552,chr7_76175000_76180000,chr7_76195000_76200000,1618
50553,chr7_76175000_76180000,chr7_76210000_76215000,1425
50554,chr7_76175000_76180000,chr7_76235000_76240000,12
50555,chr7_76185000_76190000,chr7_76210000_76215000,19
50556,chr7_76600000_76605000,chr7_76635000_76640000,16
50557,chr7_76750000_76755000,chr7_76875000_76880000,22
50558,chr7_76750000_76755000,chr7_76960000_76965000,1314
50559,chr7_76875000_76880000,chr7_76960000_76965000,18
50560,chr7_76910000_76915000,chr7_76955000_76960000,17
50561,chr7_76935000_76940000,chr7_76955000_76960000,22
50562,chr7_76955000_76960000,chr7_77020000_77025000,22
50563,chr7_77020000_77025000,chr7_77040000_77045000,7487
50564,chr7_77020000_77025000,chr7_77045000_77050000,3437
50565,chr7_77020000_77025000,chr7_77050000_77055000,43
50566,chr7_77020000_77025000,chr7_77055000_77060000,5152
50567,chr7_77020000_77025000,chr7_77070000_77075000,24
50568,chr7_77020000_77025000,chr7_77085000_77090000,1819
50569,chr7_77020000_77025000,chr7_77090000_77095000,15
50570,chr7_77020000_77025000,chr7_77110000_77115000,16
50571,chr7_77020000_77025000,chr7_77115000_77120000,16
50572,chr7_77020000_77025000,chr7_77120000_77125000,14
50573,chr7_77020000_77025000,chr7_77150000_77155000,16
50574,chr7_77020000_77025000,chr7_77155000_77160000,2516
50575,chr7_77020000_77025000,chr7_77160000_77165000,12
50576,chr7_77020000_77025000,chr7_77165000_77170000,1717
50577,chr7_77020000_77025000,chr7_77170000_77175000,1616
50578,chr7_77020000_77025000,chr7_77180000_77185000,1212
50579,chr7_77040000_77045000,chr7_77165000_77170000,12
50580,chr7_77055000_77060000,chr7_77165000_77170000,1615
50581,chr7_77055000_77060000,chr7_77170000_77175000,13
50582,chr7_77070000_77075000,chr7_77165000_77170000,12
50583,chr7_77085000_77090000,chr7_77160000_77165000,12
50584,chr7_77085000_77090000,chr7_77165000_77170000,15
50585,chr7_7720000_7725000,chr7_7795000_7800000,20
50586,chr7_7720000_7725000,chr7_7800000_7805000,2517
50587,chr7_7725000_7730000,chr7_7800000_7805000,15
50588,chr7_77285000_77290000,chr7_77380000_77385000,17
50589,chr7_77285000_77290000,chr7_77385000_77390000,15
50590,chr7_77290000_77295000,chr7_77325000_77330000,22
50591,chr7_77290000_77295000,chr7_77380000_77385000,11
50592,chr7_77295000_77300000,chr7_77380000_77385000,14
50593,chr7_77295000_77300000,chr7_77385000_77390000,12
50594,chr7_77305000_77310000,chr7_77325000_77330000,27
50595,chr7_77305000_77310000,chr7_77385000_77390000,12
